equity,buy_hold
1.0,1.0
1.0,1.000914464874751
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,1.0000979783794377
1.0,1.000359254057938
1.0,1.0009471243345636
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,1.000914464874751
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,1.0000326594598126
1.0,0.9999673405401875
1.0,1.000914464874751
1.0,0.9999673405401875
1.0,1.000914464874751
1.0,1.0009471243345636
1.0,1.0009471243345636
1.0,1.0
1.0,1.0009797837943761
1.0,1.0
1.0,1.0008818054149384
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0008164864953133
1.0,1.0008491459551259
1.0,1.0008164864953133
1.0,1.0001959567588752
1.0,1.001339037852314
1.0,1.0003919135177504
1.0,1.0006205297364381
1.0,1.0012737189326888
1.0,1.001045102714001
1.0,1.0008164864953133
1.0,1.0004572324373755
1.0,1.000424572977563
1.0,1.0000979783794377
1.0,0.9998693621607498
1.0,0.9997713837813123
1.0,1.0000326594598126
1.0,1.000065318919625
1.0,1.0000326594598126
1.0,0.9999020216205625
1.0,0.9997060648616872
1.0,0.9995754270224371
1.0,0.999510108102812
1.0,0.9994774486429994
1.0,0.9996080864822495
1.0,0.9993468108037493
1.0,0.9994121297233743
1.0,0.9993141513439369
1.0,0.9993794702635619
1.0,0.9997060648616872
1.0,0.9997060648616872
1.0,0.9996407459420621
1.0,0.9996407459420621
1.0,0.9987589405271237
1.0,0.9994121297233743
1.0,0.9994121297233743
1.0,0.9993794702635619
1.0,0.9994121297233743
1.0,0.9991508540448741
1.0,0.9991508540448741
1.0,0.9991181945850616
1.0,0.9993794702635619
1.0,0.9993794702635619
1.0,0.9995754270224371
1.0,0.9995427675626246
1.0,0.9995754270224371
1.0,0.9995754270224371
1.0,0.9995754270224371
1.0,0.9995754270224371
1.0,0.9995754270224371
1.0,0.9994447891831869
1.0,0.9997713837813123
1.0,0.9997713837813123
1.0,0.9997387243214998
1.0,0.9997387243214998
1.0,0.9997713837813123
1.0,0.9998693621607498
1.0,0.999934681080375
1.0,0.9998040432411248
1.0,0.9997387243214998
1.0,0.9994121297233743
1.0,0.9993141513439369
1.0,0.9992814918841243
1.0,0.9993794702635619
1.0,0.9993794702635619
1.0,0.999510108102812
1.0014082200753232,0.999510108102812
1.0014082200753232,0.9997060648616872
1.0014082200753232,0.9993794702635619
1.0014082200753232,0.9996080864822495
1.0014082200753232,0.9999673405401875
1.0014082200753232,1.0002612756785003
1.0014082200753232,1.0002612756785003
1.0014082200753232,1.0001632972990626
1.0014082200753232,1.0000326594598126
1.0014082200753232,0.9999673405401875
1.0014082200753232,0.9997060648616872
1.0014082200753232,0.9999673405401875
1.0014082200753232,0.9999673405401875
1.0014082200753232,1.0004572324373755
1.0014082200753232,1.0002939351383127
1.0014082200753232,1.0003265945981255
1.0014082200753232,1.000359254057938
1.0014082200753232,1.0003265945981255
1.0014082200753232,1.000359254057938
1.0014082200753232,0.9999673405401875
1.0014082200753232,1.0000326594598126
1.0014082200753232,1.0003265945981255
1.0014082200753232,1.0003265945981255
1.0014082200753232,1.0004572324373755
1.0014082200753232,1.0006858486560632
1.003540970216375,1.0007511675756884
1.003540970216375,1.0002286162186877
1.003540970216375,1.0000979783794377
1.003540970216375,1.000065318919625
1.003540970216375,0.9997713837813123
1.003540970216375,0.9997713837813123
1.003540970216375,0.9997713837813123
1.003540970216375,0.9998040432411248
1.003540970216375,0.9997713837813123
1.003540970216375,0.9972566053757471
1.003540970216375,0.9975831999738723
1.003540970216375,0.9983996864691858
1.003540970216375,0.9984976648486235
1.003540970216375,0.9982037297103106
1.003540970216375,0.998530324308436
1.003540970216375,0.9987589405271237
1.003540970216375,0.998954897285999
1.003540970216375,0.9991181945850616
1.003540970216375,0.9990202162056239
1.003540970216375,0.998954897285999
1.003540970216375,0.998530324308436
1.003540970216375,0.9988242594467487
1.003540970216375,0.998530324308436
1.003540970216375,0.9986283026878735
1.003540970216375,0.998660962147686
